 TITLE = "GRIDFINE"  
 VARIABLES = X , Y  
 ZONE T = "ZONETITLE" I =           201 ,  J =           201
   0.0000000       0.0000000    
  4.99752210E-03   0.0000000    
  9.99509450E-03   0.0000000    
  1.49927158E-02   0.0000000    
  1.99903883E-02   0.0000000    
  2.49881092E-02   0.0000000    
  2.99858786E-02   0.0000000    
  3.49837020E-02   0.0000000    
  3.99815738E-02   0.0000000    
  4.49794941E-02   0.0000000    
  4.99774665E-02   0.0000000    
  5.49754873E-02   0.0000000    
  5.99735528E-02   0.0000000    
  6.49716854E-02   0.0000000    
  6.99698478E-02   0.0000000    
  7.49680698E-02   0.0000000    
  7.99663290E-02   0.0000000    
  8.49646553E-02   0.0000000    
  8.99630263E-02   0.0000000    
  9.49614421E-02   0.0000000    
  9.99599099E-02   0.0000000    
  0.10495843       0.0000000    
  0.10995699       0.0000000    
  0.11495561       0.0000000    
  0.11995427       0.0000000    
  0.12495300       0.0000000    
  0.12995178       0.0000000    
  0.13495059       0.0000000    
  0.13994946       0.0000000    
  0.14494838       0.0000000    
  0.14994736       0.0000000    
  0.15494636       0.0000000    
  0.15994543       0.0000000    
  0.16494454       0.0000000    
  0.16994371       0.0000000    
  0.17494293       0.0000000    
  0.17994219       0.0000000    
  0.18494152       0.0000000    
  0.18994087       0.0000000    
  0.19494030       0.0000000    
  0.19993977       0.0000000    
  0.20493929       0.0000000    
  0.20993885       0.0000000    
  0.21493848       0.0000000    
  0.21993814       0.0000000    
  0.22493787       0.0000000    
  0.22993764       0.0000000    
  0.23493744       0.0000000    
  0.23993734       0.0000000    
  0.24493726       0.0000000    
  0.24993722       0.0000000    
  0.25493723       0.0000000    
  0.25993729       0.0000000    
  0.26493743       0.0000000    
  0.26993760       0.0000000    
  0.27493784       0.0000000    
  0.27993810       0.0000000    
  0.28493842       0.0000000    
  0.28993881       0.0000000    
  0.29493922       0.0000000    
  0.29993969       0.0000000    
  0.30494025       0.0000000    
  0.30994079       0.0000000    
  0.31494141       0.0000000    
  0.31994209       0.0000000    
  0.32494283       0.0000000    
  0.32994360       0.0000000    
  0.33494443       0.0000000    
  0.33994532       0.0000000    
  0.34494624       0.0000000    
  0.34994721       0.0000000    
  0.35494825       0.0000000    
  0.35994932       0.0000000    
  0.36495045       0.0000000    
  0.36995164       0.0000000    
  0.37495285       0.0000000    
  0.37995413       0.0000000    
  0.38495544       0.0000000    
  0.38995683       0.0000000    
  0.39495826       0.0000000    
  0.39995974       0.0000000    
  0.40496129       0.0000000    
  0.40996286       0.0000000    
  0.41496450       0.0000000    
  0.41996619       0.0000000    
  0.42496789       0.0000000    
  0.42996970       0.0000000    
  0.43497154       0.0000000    
  0.43997341       0.0000000    
  0.44497535       0.0000000    
  0.44997737       0.0000000    
  0.45497936       0.0000000    
  0.45998144       0.0000000    
  0.46498358       0.0000000    
  0.46998575       0.0000000    
  0.47498798       0.0000000    
  0.47999027       0.0000000    
  0.48499262       0.0000000    
  0.48999497       0.0000000    
  0.49499744       0.0000000    
  0.49999994       0.0000000    
  0.50500250       0.0000000    
  0.51000494       0.0000000    
  0.51500738       0.0000000    
  0.52000970       0.0000000    
  0.52501190       0.0000000    
  0.53001416       0.0000000    
  0.53501636       0.0000000    
  0.54001850       0.0000000    
  0.54502058       0.0000000    
  0.55002260       0.0000000    
  0.55502456       0.0000000    
  0.56002653       0.0000000    
  0.56502843       0.0000000    
  0.57003027       0.0000000    
  0.57503206       0.0000000    
  0.58003378       0.0000000    
  0.58503544       0.0000000    
  0.59003705       0.0000000    
  0.59503865       0.0000000    
  0.60004020       0.0000000    
  0.60504168       0.0000000    
  0.61004311       0.0000000    
  0.61504447       0.0000000    
  0.62004578       0.0000000    
  0.62504709       0.0000000    
  0.63004833       0.0000000    
